"Notes","Five-Year Age Groups","Five-Year Age Groups Code","State","State Code",Deaths,Population,Crude Rate
,"85-89 years","85-89","Kentucky","21",13340,Not Applicable,Not Applicable
,"85-89 years","85-89","Louisiana","22",12270,Not Applicable,Not Applicable
,"85-89 years","85-89","Maine","23",5335,Not Applicable,Not Applicable
,"85-89 years","85-89","Maryland","24",15387,Not Applicable,Not Applicable
,"85-89 years","85-89","Massachusetts","25",20418,Not Applicable,Not Applicable
,"85-89 years","85-89","Michigan","26",31237,Not Applicable,Not Applicable
,"85-89 years","85-89","Minnesota","27",16873,Not Applicable,Not Applicable
,"85-89 years","85-89","Mississippi","28",8387,Not Applicable,Not Applicable
,"85-89 years","85-89","Missouri","29",19524,Not Applicable,Not Applicable
,"85-89 years","85-89","Montana","30",3740,Not Applicable,Not Applicable
,"85-89 years","85-89","Nebraska","31",5901,Not Applicable,Not Applicable
,"85-89 years","85-89","Nevada","32",8142,Not Applicable,Not Applicable
,"85-89 years","85-89","New Hampshire","33",4435,Not Applicable,Not Applicable
,"85-89 years","85-89","New Jersey","34",25102,Not Applicable,Not Applicable
,"85-89 years","85-89","New Mexico","35",6209,Not Applicable,Not Applicable
,"85-89 years","85-89","New York","36",53364,Not Applicable,Not Applicable
,"85-89 years","85-89","North Carolina","37",28477,Not Applicable,Not Applicable
,"85-89 years","85-89","North Dakota","38",2365,Not Applicable,Not Applicable
,"85-89 years","85-89","Ohio","39",38626,Not Applicable,Not Applicable
,"85-89 years","85-89","Oklahoma","40",11931,Not Applicable,Not Applicable
,"85-89 years","85-89","Oregon","41",12850,Not Applicable,Not Applicable
,"85-89 years","85-89","Pennsylvania","42",44944,Not Applicable,Not Applicable
,"85-89 years","85-89","Rhode Island","44",3436,Not Applicable,Not Applicable
,"85-89 years","85-89","South Carolina","45",14929,Not Applicable,Not Applicable
,"85-89 years","85-89","South Dakota","46",2842,Not Applicable,Not Applicable
,"85-89 years","85-89","Tennessee","47",19956,Not Applicable,Not Applicable
,"85-89 years","85-89","Texas","48",61783,Not Applicable,Not Applicable
,"85-89 years","85-89","Utah","49",6890,Not Applicable,Not Applicable
,"85-89 years","85-89","Vermont","50",2140,Not Applicable,Not Applicable
,"85-89 years","85-89","Virginia","51",22672,Not Applicable,Not Applicable
,"85-89 years","85-89","Washington","53",19221,Not Applicable,Not Applicable
,"85-89 years","85-89","West Virginia","54",6487,Not Applicable,Not Applicable
,"85-89 years","85-89","Wisconsin","55",19333,Not Applicable,Not Applicable
,"85-89 years","85-89","Wyoming","56",1649,Not Applicable,Not Applicable
,"90-94 years","90-94","Alabama","01",8524,Not Applicable,Not Applicable
,"90-94 years","90-94","Alaska","02",656,Not Applicable,Not Applicable
,"90-94 years","90-94","Arizona","04",13977,Not Applicable,Not Applicable
,"90-94 years","90-94","Arkansas","05",5655,Not Applicable,Not Applicable
,"90-94 years","90-94","California","06",69942,Not Applicable,Not Applicable
,"90-94 years","90-94","Colorado","08",9365,Not Applicable,Not Applicable
,"90-94 years","90-94","Connecticut","09",8974,Not Applicable,Not Applicable
,"90-94 years","90-94","Delaware","10",2046,Not Applicable,Not Applicable
,"90-94 years","90-94","District of Columbia","11",775,Not Applicable,Not Applicable
,"90-94 years","90-94","Florida","12",52625,Not Applicable,Not Applicable
,"90-94 years","90-94","Georgia","13",13704,Not Applicable,Not Applicable
,"90-94 years","90-94","Hawaii","15",3217,Not Applicable,Not Applicable
,"90-94 years","90-94","Idaho","16",3517,Not Applicable,Not Applicable
,"90-94 years","90-94","Illinois","17",25076,Not Applicable,Not Applicable
,"90-94 years","90-94","Indiana","18",13358,Not Applicable,Not Applicable
,"90-94 years","90-94","Iowa","19",8051,Not Applicable,Not Applicable
,"90-94 years","90-94","Kansas","20",6695,Not Applicable,Not Applicable
,"90-94 years","90-94","Kentucky","21",7791,Not Applicable,Not Applicable
,"90-94 years","90-94","Louisiana","22",7611,Not Applicable,Not Applicable
,"90-94 years","90-94","Maine","23",3559,Not Applicable,Not Applicable
,"90-94 years","90-94","Maryland","24",11065,Not Applicable,Not Applicable
,"90-94 years","90-94","Massachusetts","25",15808,Not Applicable,Not Applicable
,"90-94 years","90-94","Michigan","26",22641,Not Applicable,Not Applicable
,"90-94 years","90-94","Minnesota","27",12464,Not Applicable,Not Applicable
,"90-94 years","90-94","Mississippi","28",4940,Not Applicable,Not Applicable
,"90-94 years","90-94","Missouri","29",12861,Not Applicable,Not Applicable
,"90-94 years","90-94","Montana","30",2524,Not Applicable,Not Applicable
,"90-94 years","90-94","Nebraska","31",4525,Not Applicable,Not Applicable
,"90-94 years","90-94","Nevada","32",4601,Not Applicable,Not Applicable
,"90-94 years","90-94","New Hampshire","33",3119,Not Applicable,Not Applicable
,"90-94 years","90-94","New Jersey","34",19190,Not Applicable,Not Applicable
,"90-94 years","90-94","New Mexico","35",4076,Not Applicable,Not Applicable
,"90-94 years","90-94","New York","36",40207,Not Applicable,Not Applicable
,"90-94 years","90-94","North Carolina","37",18024,Not Applicable,Not Applicable
,"90-94 years","90-94","North Dakota","38",1866,Not Applicable,Not Applicable
,"90-94 years","90-94","Ohio","39",26481,Not Applicable,Not Applicable
,"90-94 years","90-94","Oklahoma","40",7405,Not Applicable,Not Applicable
,"90-94 years","90-94","Oregon","41",9050,Not Applicable,Not Applicable
,"90-94 years","90-94","Pennsylvania","42",33588,Not Applicable,Not Applicable
,"90-94 years","90-94","Rhode Island","44",2666,Not Applicable,Not Applicable
,"90-94 years","90-94","South Carolina","45",8918,Not Applicable,Not Applicable
,"90-94 years","90-94","South Dakota","46",2108,Not Applicable,Not Applicable
,"90-94 years","90-94","Tennessee","47",11833,Not Applicable,Not Applicable
,"90-94 years","90-94","Texas","48",39434,Not Applicable,Not Applicable
,"90-94 years","90-94","Utah","49",4859,Not Applicable,Not Applicable
,"90-94 years","90-94","Vermont","50",1464,Not Applicable,Not Applicable
,"90-94 years","90-94","Virginia","51",15143,Not Applicable,Not Applicable
,"90-94 years","90-94","Washington","53",13775,Not Applicable,Not Applicable
,"90-94 years","90-94","West Virginia","54",4135,Not Applicable,Not Applicable
,"90-94 years","90-94","Wisconsin","55",13995,Not Applicable,Not Applicable
,"90-94 years","90-94","Wyoming","56",1135,Not Applicable,Not Applicable
,"95-99 years","95-99","Alabama","01",2556,Not Applicable,Not Applicable
,"95-99 years","95-99","Alaska","02",212,Not Applicable,Not Applicable
,"95-99 years","95-99","Arizona","04",4798,Not Applicable,Not Applicable
,"95-99 years","95-99","Arkansas","05",1815,Not Applicable,Not Applicable
,"95-99 years","95-99","California","06",29110,Not Applicable,Not Applicable
,"95-99 years","95-99","Colorado","08",3275,Not Applicable,Not Applicable
,"95-99 years","95-99","Connecticut","09",3697,Not Applicable,Not Applicable
,"95-99 years","95-99","Delaware","10",707,Not Applicable,Not Applicable
,"95-99 years","95-99","District of Columbia","11",365,Not Applicable,Not Applicable
,"95-99 years","95-99","Florida","12",19687,Not Applicable,Not Applicable
,"95-99 years","95-99","Georgia","13",4325,Not Applicable,Not Applicable
,"95-99 years","95-99","Hawaii","15",1604,Not Applicable,Not Applicable
,"95-99 years","95-99","Idaho","16",1255,Not Applicable,Not Applicable
,"95-99 years","95-99","Illinois","17",9317,Not Applicable,Not Applicable
,"95-99 years","95-99","Indiana","18",4689,Not Applicable,Not Applicable
,"95-99 years","95-99","Iowa","19",2924,Not Applicable,Not Applicable
,"95-99 years","95-99","Kansas","20",2574,Not Applicable,Not Applicable
,"95-99 years","95-99","Kentucky","21",2487,Not Applicable,Not Applicable
,"95-99 years","95-99","Louisiana","22",2441,Not Applicable,Not Applicable
,"95-99 years","95-99","Maine","23",1240,Not Applicable,Not Applicable
,"95-99 years","95-99","Maryland","24",3995,Not Applicable,Not Applicable
,"95-99 years","95-99","Massachusetts","25",6131,Not Applicable,Not Applicable
,"95-99 years","95-99","Michigan","26",8145,Not Applicable,Not Applicable
,"95-99 years","95-99","Minnesota","27",4741,Not Applicable,Not Applicable
,"95-99 years","95-99","Mississippi","28",1453,Not Applicable,Not Applicable
,"95-99 years","95-99","Missouri","29",4475,Not Applicable,Not Applicable
,"95-99 years","95-99","Montana","30",879,Not Applicable,Not Applicable
,"95-99 years","95-99","Nebraska","31",1609,Not Applicable,Not Applicable
,"95-99 years","95-99","Nevada","32",1482,Not Applicable,Not Applicable
,"95-99 years","95-99","New Hampshire","33",1189,Not Applicable,Not Applicable
,"95-99 years","95-99","New Jersey","34",7379,Not Applicable,Not Applicable
,"95-99 years","95-99","New Mexico","35",1440,Not Applicable,Not Applicable
,"95-99 years","95-99","New York","36",15688,Not Applicable,Not Applicable
,"95-99 years","95-99","North Carolina","37",5790,Not Applicable,Not Applicable
,"95-99 years","95-99","North Dakota","38",687,Not Applicable,Not Applicable
,"95-99 years","95-99","Ohio","39",9334,Not Applicable,Not Applicable
,"95-99 years","95-99","Oklahoma","40",2470,Not Applicable,Not Applicable
,"95-99 years","95-99","Oregon","41",3526,Not Applicable,Not Applicable
,"95-99 years","95-99","Pennsylvania","42",12018,Not Applicable,Not Applicable
,"95-99 years","95-99","Rhode Island","44",1086,Not Applicable,Not Applicable
,"95-99 years","95-99","South Carolina","45",2848,Not Applicable,Not Applicable
,"95-99 years","95-99","South Dakota","46",810,Not Applicable,Not Applicable
,"95-99 years","95-99","Tennessee","47",3620,Not Applicable,Not Applicable
,"95-99 years","95-99","Texas","48",13288,Not Applicable,Not Applicable
,"95-99 years","95-99","Utah","49",1580,Not Applicable,Not Applicable
,"95-99 years","95-99","Vermont","50",575,Not Applicable,Not Applicable
,"95-99 years","95-99","Virginia","51",5370,Not Applicable,Not Applicable
,"95-99 years","95-99","Washington","53",5435,Not Applicable,Not Applicable
,"95-99 years","95-99","West Virginia","54",1323,Not Applicable,Not Applicable
,"95-99 years","95-99","Wisconsin","55",4940,Not Applicable,Not Applicable
,"95-99 years","95-99","Wyoming","56",341,Not Applicable,Not Applicable
,"100+ years","100+","Alabama","01",303,Not Applicable,Not Applicable
,"100+ years","100+","Alaska","02",36,Not Applicable,Not Applicable
,"100+ years","100+","Arizona","04",638,Not Applicable,Not Applicable
,"100+ years","100+","Arkansas","05",272,Not Applicable,Not Applicable
,"100+ years","100+","California","06",5261,Not Applicable,Not Applicable
,"100+ years","100+","Colorado","08",478,Not Applicable,Not Applicable
,"100+ years","100+","Connecticut","09",581,Not Applicable,Not Applicable
,"100+ years","100+","Delaware","10",104,Not Applicable,Not Applicable
,"100+ years","100+","District of Columbia","11",55,Not Applicable,Not Applicable
,"100+ years","100+","Florida","12",3139,Not Applicable,Not Applicable
,"100+ years","100+","Georgia","13",534,Not Applicable,Not Applicable
,"100+ years","100+","Hawaii","15",315,Not Applicable,Not Applicable
,"100+ years","100+","Idaho","16",138,Not Applicable,Not Applicable
,"100+ years","100+","Illinois","17",1329,Not Applicable,Not Applicable
,"100+ years","100+","Indiana","18",614,Not Applicable,Not Applicable
,"100+ years","100+","Iowa","19",442,Not Applicable,Not Applicable
,"100+ years","100+","Kansas","20",350,Not Applicable,Not Applicable
,"100+ years","100+","Kentucky","21",301,Not Applicable,Not Applicable
,"100+ years","100+","Louisiana","22",325,Not Applicable,Not Applicable
,"100+ years","100+","Maine","23",169,Not Applicable,Not Applicable
,"100+ years","100+","Maryland","24",696,Not Applicable,Not Applicable
,"100+ years","100+","Massachusetts","25",886,Not Applicable,Not Applicable
,"100+ years","100+","Michigan","26",1083,Not Applicable,Not Applicable
,"100+ years","100+","Minnesota","27",705,Not Applicable,Not Applicable
,"100+ years","100+","Mississippi","28",199,Not Applicable,Not Applicable
,"100+ years","100+","Missouri","29",595,Not Applicable,Not Applicable
,"100+ years","100+","Montana","30",130,Not Applicable,Not Applicable
,"100+ years","100+","Nebraska","31",224,Not Applicable,Not Applicable
,"100+ years","100+","Nevada","32",199,Not Applicable,Not Applicable
,"100+ years","100+","New Hampshire","33",170,Not Applicable,Not Applicable
,"100+ years","100+","New Jersey","34",1130,Not Applicable,Not Applicable
,"100+ years","100+","New Mexico","35",222,Not Applicable,Not Applicable
,"100+ years","100+","New York","36",2546,Not Applicable,Not Applicable
,"100+ years","100+","North Carolina","37",773,Not Applicable,Not Applicable
,"100+ years","100+","North Dakota","38",112,Not Applicable,Not Applicable
,"100+ years","100+","Ohio","39",1225,Not Applicable,Not Applicable
,"100+ years","100+","Oklahoma","40",311,Not Applicable,Not Applicable
,"100+ years","100+","Oregon","41",539,Not Applicable,Not Applicable
,"100+ years","100+","Pennsylvania","42",1625,Not Applicable,Not Applicable
,"100+ years","100+","Rhode Island","44",168,Not Applicable,Not Applicable
,"100+ years","100+","South Carolina","45",420,Not Applicable,Not Applicable
,"100+ years","100+","South Dakota","46",120,Not Applicable,Not Applicable
,"100+ years","100+","Tennessee","47",447,Not Applicable,Not Applicable
,"100+ years","100+","Texas","48",1880,Not Applicable,Not Applicable
,"100+ years","100+","Utah","49",211,Not Applicable,Not Applicable
,"100+ years","100+","Vermont","50",92,Not Applicable,Not Applicable
,"100+ years","100+","Virginia","51",803,Not Applicable,Not Applicable
,"100+ years","100+","Washington","53",869,Not Applicable,Not Applicable
,"100+ years","100+","West Virginia","54",129,Not Applicable,Not Applicable
,"100+ years","100+","Wisconsin","55",657,Not Applicable,Not Applicable
,"100+ years","100+","Wyoming","56",50,Not Applicable,Not Applicable
,"Not Stated","NS","Alabama","01",0,Not Applicable,Not Applicable
,"Not Stated","NS","Alaska","02",0,Not Applicable,Not Applicable
,"Not Stated","NS","Arizona","04",10,Not Applicable,Not Applicable
,"Not Stated","NS","Arkansas","05",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","California","06",74,Not Applicable,Not Applicable
,"Not Stated","NS","Colorado","08",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Connecticut","09",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","District of Columbia","11",0,Not Applicable,Not Applicable
,"Not Stated","NS","Florida","12",29,Not Applicable,Not Applicable
,"Not Stated","NS","Georgia","13",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Idaho","16",0,Not Applicable,Not Applicable
,"Not Stated","NS","Illinois","17",31,Not Applicable,Not Applicable
,"Not Stated","NS","Indiana","18",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Iowa","19",0,Not Applicable,Not Applicable
,"Not Stated","NS","Kansas","20",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Kentucky","21",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Louisiana","22",0,Not Applicable,Not Applicable
,"Not Stated","NS","Maine","23",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Maryland","24",27,Not Applicable,Not Applicable
,"Not Stated","NS","Massachusetts","25",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Michigan","26",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Minnesota","27",0,Not Applicable,Not Applicable
,"Not Stated","NS","Mississippi","28",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Missouri","29",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Montana","30",0,Not Applicable,Not Applicable
,"Not Stated","NS","Nebraska","31",0,Not Applicable,Not Applicable
,"Not Stated","NS","Nevada","32",12,Not Applicable,Not Applicable
,"Not Stated","NS","New Hampshire","33",0,Not Applicable,Not Applicable
,"Not Stated","NS","New Jersey","34",11,Not Applicable,Not Applicable
,"Not Stated","NS","New Mexico","35",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","New York","36",39,Not Applicable,Not Applicable
,"Not Stated","NS","North Carolina","37",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","North Dakota","38",0,Not Applicable,Not Applicable
,"Not Stated","NS","Ohio","39",0,Not Applicable,Not Applicable
,"Not Stated","NS","Oklahoma","40",0,Not Applicable,Not Applicable
,"Not Stated","NS","Oregon","41",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Pennsylvania","42",45,Not Applicable,Not Applicable
,"Not Stated","NS","Rhode Island","44",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","South Carolina","45",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","South Dakota","46",0,Not Applicable,Not Applicable
,"Not Stated","NS","Tennessee","47",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Texas","48",23,Not Applicable,Not Applicable
,"Not Stated","NS","Utah","49",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Vermont","50",0,Not Applicable,Not Applicable
,"Not Stated","NS","Virginia","51",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Washington","53",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","West Virginia","54",0,Not Applicable,Not Applicable
,"Not Stated","NS","Wisconsin","55",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Wyoming","56",0,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Sex: Male"
"Year/Month: 2019; 2020; 2021; 2022; 2023"
"Group By: Five-Year Age Groups; State"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Oct 21, 2025 2:57:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Oct 21, 2025 2:57:14 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"7. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"8. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
